date,load_kwh,pv_kwh,net_import_no_storage_kwh,surplus_no_storage_kwh,fixed_tariff_no_storage_yuan,varying_tariff_no_storage_yuan,price_mean,price_min,price_max
2025-03-27,117952.59836666672,59235.608966666645,64449.9248,5732.935399999999,50617.261105793325,50598.2331697983,0.7664159722222225,0.3125,1.3182
2025-03-28,71891.76726666666,61069.886499999986,36217.22091666665,25395.340150000004,26486.01063578333,21720.69608784167,0.5747680555555558,0.1269,1.1837
2025-03-29,72118.2774666667,64411.06828333332,36391.040733333335,28683.83155,26592.70320056667,21621.915327295,0.5630868055555557,0.0913,1.1833
2025-03-30,117994.70584999997,62649.08615000002,63156.19126666669,7810.571566666668,49404.11842554001,48771.551124511665,0.7520270833333335,0.3471,1.3168
2025-03-31,117075.6656166666,60124.276133333355,62629.74600000001,5678.356516666667,48914.62466033335,48576.61748140498,0.7607041666666666,0.3473,1.3379
2025-04-01,117967.14630000007,57758.294783333346,63278.996666666695,3070.1451500000003,49384.179659081674,49347.485015411665,0.7731090277777779,0.3582,1.3193
2025-04-02,117986.62945000002,57551.294049999975,64232.82499999998,3797.489600000001,50617.702841031685,50558.97979427834,0.7723201388888893,0.3693,1.3316
2025-04-03,117884.45609999997,62020.92583333332,63767.760083333334,7904.229816666666,50029.54018828334,50670.884127685014,0.7644638888888888,0.3202,1.3867
2025-04-04,71735.75181666664,65304.94956666668,35225.74093333333,28794.938683333337,25609.88635901666,20755.89798041001,0.5595027777777779,0.0905,1.2001
2025-04-05,72602.7425666667,60558.62758333331,35634.94331666667,23590.82833333332,25875.733296478324,21093.25643718334,0.575528472222222,0.1482,1.1736
2025-04-06,117205.43058333332,62795.354316666664,62308.39568333336,7898.319416666664,48662.103800358316,48510.82809916165,0.7556868055555556,0.3579,1.3107
2025-04-07,117015.14203333338,63772.42275000002,61239.47338333332,7996.754099999999,47497.31738293998,47110.719032626665,0.7517159722222224,0.3671,1.3349
2025-04-08,117713.29026666668,63360.096649999985,63275.16041666668,8921.9668,49598.2647958433,49706.33162365833,0.7519159722222226,0.3246,1.3574
2025-04-09,117677.5225333334,58543.21151666666,63209.33521666668,4075.0241999999994,49344.682634283345,48921.49798856499,0.7662708333333332,0.3756,1.321
2025-04-10,117668.70068333333,63208.062783333306,62629.065750000016,8168.42785,49047.83926465997,49111.58924149001,0.7580270833333335,0.2828,1.3433
2025-04-11,72091.99675,66775.34658333332,34977.685566666674,29661.035399999993,25298.390436523343,20533.394336948335,0.5514784722222226,0.1092,1.1471
2025-04-12,71957.17576666667,62932.01521666666,34387.49596666668,25362.335416666665,24851.554438990006,19928.927381729998,0.563867361111111,0.214,1.1558
2025-04-13,117283.06220000006,63006.703716666634,61213.74331666667,6937.384833333333,47857.46604342331,47435.49567001667,0.7562548611111114,0.3493,1.3312
2025-04-14,117901.37268333329,65373.340883333316,60261.84811666668,7733.816316666668,46766.59569732333,46174.39530583166,0.7465972222222222,0.3437,1.3446
2025-04-15,117056.90516666672,66917.4763333333,59767.99498333333,9628.56615,46467.86023067333,45793.972952716686,0.7385326388888891,0.3275,1.3283
2025-04-16,117924.88506666674,62145.29311666666,61259.50154999999,5479.9096,47503.25930294834,46996.085834995,0.7623541666666672,0.3669,1.364
2025-04-17,117487.04263333329,64618.70028333331,60428.69360000003,7560.351249999999,47210.487345136666,46602.25388037166,0.7477673611111112,0.3043,1.3148
2025-04-18,71490.16935,65136.05216666668,33809.68674999999,27455.569566666672,24295.134567093326,19725.168838501675,0.5594201388888891,0.1948,1.1711
2025-04-19,71905.41535000002,65120.73610000002,33756.50838333335,26971.829133333333,24189.784945933337,19643.263210070007,0.5579763888888888,0.1113,1.1659
2025-04-20,117197.81634999998,65240.07146666667,60224.36933333336,8266.624450000001,46861.11804619167,46151.47828521498,0.7454388888888891,0.3618,1.3046
2025-04-21,118481.63788333337,69964.72750000001,59067.63620000001,10550.725816666663,45553.372129116666,44716.54325033833,0.7339520833333336,0.2898,1.3263
2025-04-22,117811.00101666666,65658.0717,59612.315099999956,7459.38578333333,46015.090501321654,45373.96401380832,0.7509583333333331,0.3534,1.3399
2025-04-23,118030.51476666663,66630.59805000002,58967.73508333333,7567.818366666669,45451.3615988217,45130.041216865,0.7479125000000001,0.3289,1.3932
2025-04-24,117497.77966666674,70407.67296666668,58038.56606666667,10948.459366666668,45039.94504092332,44547.46907900832,0.7361847222222222,0.3044,1.349
2025-04-25,71763.32120000002,69762.96355,32989.684183333346,30989.32653333333,23669.429465246663,19041.911384613337,0.5406916666666668,0.1126,1.1686
2025-04-26,72100.92436666669,72030.73073333332,33485.732866666665,33415.53923333334,24004.49292098166,19518.860186085,0.5378048611111109,0.0076,1.196
2025-04-27,117032.52253333345,68459.05135000001,59589.03588333332,11015.564700000003,46296.78376349998,45473.40923613667,0.7337826388888888,0.272,1.3177
2025-04-28,117537.30080000008,60915.3334833333,60437.56039999998,3815.593083333333,46990.79101999,46447.85186768,0.7660520833333335,0.3592,1.3403
2025-04-29,117252.7587166666,69819.54500000006,58240.499516666656,10807.2858,44971.432112903334,43797.21175851832,0.7303826388888891,0.3089,1.3284
2025-04-30,117682.88071666665,69426.02628333335,57032.84836666664,8775.993933333333,43843.67901680167,42741.057040833344,0.7294423611111112,0.3282,1.3318
2025-05-01,120364.58391666668,69353.20511666668,62268.91393333332,11257.535133333333,48974.53646682165,49220.51570406171,0.7473263888888889,0.2921,1.3606
2025-05-02,74761.02673333332,60470.706650000015,36812.23609999999,22521.91601666666,27186.20218978667,22716.648019805,0.5869513888888889,0.2486,1.2187
2025-05-03,74894.84928333331,66027.67763333333,35954.40625000002,27087.234599999992,26485.425800128334,22086.949115558327,0.5698243055555552,0.14,1.2238
2025-05-04,120670.08423333331,68935.41690000003,60023.49866666668,8288.831333333334,46763.41647671999,46981.85658726001,0.7461284722222223,0.3732,1.3892
2025-05-05,120612.16386666667,65536.15706666665,62605.940383333305,7529.9335833333325,49118.076398248326,49490.09583202167,0.7604611111111113,0.3375,1.3756
2025-05-06,121017.1901,68147.10773333335,62619.353399999985,9749.271033333333,48962.929606566664,49572.85127729498,0.7532361111111113,0.3324,1.343
2025-05-07,121160.21501666668,66092.36906666664,63256.45956666668,8188.613616666666,49587.28397359499,50039.340556750016,0.7587291666666666,0.347,1.3712
2025-05-08,120445.47738333333,64618.96498333333,61436.527833333304,5610.015433333334,48136.698206336645,48388.08186680501,0.7616590277777774,0.3201,1.4134
2025-05-09,74253.82544999999,65754.43959999998,35550.557733333335,27051.171883333333,26227.580727386667,21736.330705796663,0.5667381944444446,0.1705,1.1847
2025-05-10,74647.98704999998,62526.941766666656,35635.610633333345,23514.565349999993,26131.93517960665,21834.22442695667,0.5753076388888889,0.1241,1.1933
2025-05-11,120743.09041666666,65259.01133333331,61357.39640000003,5873.317316666665,47985.509546340014,48219.04876036502,0.7607819444444444,0.3089,1.3772
2025-05-12,120448.60361666675,68517.40838333334,59196.45891666668,7265.263683333334,45988.709470838345,46156.42573738165,0.7517881944444444,0.3229,1.3827
2025-05-13,120269.63160000001,67140.41883333336,60032.25418333331,6903.041416666667,47011.96801435832,46988.31549501001,0.7564458333333335,0.2841,1.3607
2025-05-14,120592.00526666665,67577.85648333332,60100.389983333305,7086.241200000001,46827.949023335015,46442.612476053335,0.7475513888888887,0.2722,1.3983
2025-05-15,119598.30981666672,66833.25153333334,60761.21736666665,7996.159083333332,47314.990239850005,47257.94780836833,0.7527770833333335,0.3356,1.3271
2025-05-16,74681.34475,71965.83821666673,34564.5663,31849.059766666673,25118.506620301672,20850.531682610006,0.5453854166666668,0.0992,1.2252
2025-05-17,75274.53043333332,64825.73134999999,35508.19875,25059.399666666664,25989.13387529,21753.639955899995,0.5734159722222221,0.2134,1.2422
2025-05-18,120687.037,67010.86889999999,60069.27995,6393.111850000001,46649.43281868002,46287.90667621666,0.7506812499999999,0.377,1.3468
2025-05-19,120072.38798333332,72557.17143333334,58731.657250000026,11216.4407,45720.74397216335,45534.21167007168,0.7317597222222223,0.2653,1.3957
2025-05-20,120437.57771666664,65910.1829,59974.841283333335,5447.446466666666,46730.77351000166,46341.87997346998,0.7565819444444442,0.3146,1.373
2025-05-21,120283.05128333338,68920.43600000002,59960.26363333334,8597.648350000001,46566.71881362668,46375.63331478999,0.7458243055555553,0.311,1.3612
2025-05-22,119729.68001666667,68913.0492,59131.75305,8315.122233333332,46119.407869901646,45638.234463175,0.7461930555555556,0.3239,1.3576
2025-05-23,74983.38438333331,68562.43549999999,34474.98308333335,28054.03419999999,25139.160944801668,20752.035283471665,0.5569743055555553,0.1593,1.188
2025-05-24,74693.81781666665,70939.31643333337,34373.46258333334,30618.9612,24911.795795436657,20848.614907409996,0.5532048611111109,0.1275,1.1755
2025-05-25,120319.8776,71774.86741666669,58581.407483333336,10036.397299999999,45547.899161295,45367.52832807167,0.7379618055555555,0.3608,1.4094
2025-05-26,119407.96936666667,64828.13641666667,59881.76523333333,5301.932283333333,46815.924629255,46221.43268293335,0.7524722222222225,0.3289,1.3799
2025-05-27,120046.82735000005,70656.46005,58423.55568333335,9033.188383333334,45400.25848585332,45241.185967846664,0.7429215277777779,0.3312,1.3497
2025-05-28,119921.84721666668,67648.02311666666,59615.69503333332,7341.8709333333345,46440.48342948168,46516.45046405669,0.7512673611111116,0.2285,1.3888
2025-05-29,120439.31426666665,66329.19076666668,60704.46505000003,6594.341550000002,47701.50270768334,47807.006037336665,0.7595125000000001,0.3164,1.3731
2025-05-30,74612.22448333334,68015.99121666666,34628.71036666667,28032.477100000004,25340.706253598328,20914.208736813333,0.5609930555555557,0.0389,1.2666
2025-05-31,74778.3325833333,66389.15103333334,34655.00574999999,26265.824200000003,25148.58243755666,20793.93418293833,0.5663548611111112,0.1409,1.2
2025-06-01,128248.56003333337,57023.73373333335,71783.85753333337,559.0312333333333,56634.345835685,59902.438260389994,0.8191805555555551,0.3697,1.406
2025-06-02,128080.53698333337,59439.72953333331,72574.25300000001,3933.4455499999985,57421.498256536666,60978.94798445333,0.8099458333333331,0.3546,1.3869
2025-06-03,128076.84056666672,59884.47373333334,71309.91296666667,3117.5461333333333,56527.58375099831,59705.357543490005,0.8062826388888885,0.3586,1.4412
2025-06-04,128539.84358333325,58894.58276666667,71016.93365000002,1371.6728333333333,55721.926842314984,59162.549187113305,0.8136590277777775,0.3598,1.4185
2025-06-05,128455.92066666669,57306.60264999998,73034.46285,1885.144833333333,57738.348086716636,61579.87677375333,0.8220694444444444,0.3403,1.4022
2025-06-06,82747.41500000005,51892.419600000016,43688.08140000002,12833.085999999996,32742.138865628323,29146.895488298334,0.6492826388888888,0.2445,1.2673
2025-06-07,83156.75974999998,52030.246583333326,42513.658200000005,11387.145033333334,31726.657412508324,28215.700598695006,0.6502881944444442,0.2901,1.2859
2025-06-08,128266.94665,63082.02338333335,68798.46563333331,3613.542366666665,53862.45597046332,56662.607803250015,0.7970791666666667,0.3642,1.4164
2025-06-09,128169.18798333335,57236.47525000002,72898.13276666665,1965.420033333333,57796.05908358165,61776.34273552001,0.81925625,0.3522,1.4169
2025-06-10,127414.4917833333,55796.04755000005,72991.72328333337,1373.2790499999999,57787.450864096674,61317.47323578335,0.8168180555555553,0.377,1.4372
2025-06-11,128236.6773166667,52152.23100000001,77108.24150000002,1023.7951833333331,61636.19644956834,65795.5901330367,0.8316965277777778,0.2889,1.442
2025-06-12,127721.81298333332,55269.42155,73573.88460000003,1121.4931666666669,58602.98553783501,62450.02775024003,0.8219833333333334,0.3069,1.4394
2025-06-13,81889.5904,53544.27670000002,42078.504883333335,13733.191183333327,31621.699408678323,27912.268295555,0.6400291666666668,0.2565,1.298
2025-06-14,82253.15711666667,56059.81436666666,42171.84741666668,15978.504666666673,31414.82589648334,28099.508876818334,0.6368673611111111,0.2585,1.238
2025-06-15,127368.88451666664,56741.91018333335,71341.95015,714.9758166666669,56661.75394869,59854.569794448355,0.8178270833333333,0.3571,1.4464
2025-06-16,127618.6320166667,54924.579200000015,73880.85633333334,1186.8035166666666,58763.16157304833,62330.01351378501,0.8232416666666663,0.3023,1.3988
2025-06-17,127311.75460000006,52674.74338333333,75038.94765,401.9364333333333,59640.967664375006,63561.03354543334,0.8286263888888892,0.3465,1.4509
2025-06-18,126909.07891666662,55980.68801666666,71316.05611666666,387.66521666666677,56402.24621122333,59596.47967999835,0.8200499999999998,0.3499,1.4109
2025-06-19,127349.06689999999,59089.5627,71107.39088333334,2847.8866833333336,56515.686059828324,59636.98151744669,0.8079104166666671,0.3554,1.4236
2025-06-20,81137.07971666665,58736.49886666663,40371.6677,17971.086850000003,30076.49048147167,26413.25909139832,0.6213069444444443,0.2668,1.2402
2025-06-21,81408.06480000001,62073.32439999999,40294.02645,20959.286050000006,29668.184927576673,26073.634212804987,0.6095256944444444,0.1828,1.2633
2025-06-22,126539.46191666667,59082.12081666667,69328.11858333334,1870.7774833333333,54616.84371514334,57590.33377084665,0.8074916666666666,0.3355,1.4122
2025-06-23,126690.87308333332,59629.58708333335,70408.85521666666,3347.5692166666668,56001.32420740666,58881.27741326999,0.804872222222222,0.3539,1.4023
2025-06-24,127112.84501666676,50844.05276666666,76438.0751,169.2828499999999,61065.51190393002,65444.402306695,0.840534722222222,0.3611,1.4158
2025-06-25,126310.40843333332,55872.98706666666,71238.16965000001,800.7482833333337,56437.71603395331,59146.49267488,0.8163465277777779,0.3384,1.4004
2025-06-26,126697.44536666667,59150.06153333333,69907.77159999996,2360.3877666666667,55575.93193468333,58204.97597079333,0.8059743055555555,0.3376,1.417
2025-06-27,79563.25500000002,59791.60913333334,39671.32189999997,19899.67603333334,29544.006192078337,25624.037964409992,0.6051201388888892,0.1708,1.2437
2025-06-28,80661.57280000001,58884.646683333325,40203.92734999999,18427.00123333333,29629.74020729,26028.910211841667,0.6229888888888887,0.1995,1.2402
2025-06-29,126384.80871666671,57117.04018333332,70513.86369999997,1246.095166666667,55758.94793037834,58552.35183314499,0.8118270833333335,0.3508,1.3938
2025-06-30,125947.3205833333,56069.63659999999,71110.56381666666,1232.8798333333332,56269.157286379974,58870.33206152167,0.8101881944444442,0.3316,1.4347
2025-07-01,141546.85106666668,62680.30703333337,80294.37959999997,1427.8355666666673,62984.13327614667,73527.7572975717,0.8907618055555557,0.3868,1.7322
2025-07-02,141198.65821666666,68293.89184999997,76775.89256666669,3871.1262000000006,59726.051379673336,69834.41004020497,0.8753215277777782,0.4184,1.727
2025-07-03,141565.53863333332,61805.11969999998,81179.88468333334,1419.4657500000003,63956.35510449001,75257.63160330337,0.9014361111111108,0.3737,1.7936
2025-07-04,95795.06575000005,66914.19828333335,49308.52366666667,20427.656199999998,36510.87205041499,37231.26544299501,0.6903083333333333,0.1337,1.5677
2025-07-05,95872.83490000002,67082.75493333334,49820.43660000001,21030.356633333337,36871.08142462168,36745.55504330001,0.6843187499999996,0.168,1.5334
2025-07-06,141244.57465000002,61450.593100000006,82083.70813333335,2289.7265833333336,64731.41940119331,76480.02628440833,0.8986708333333335,0.4315,1.7731
2025-07-07,141495.39415000004,68085.91138333334,76766.88904999998,3357.4062833333337,59618.60222149664,69449.35514229834,0.8773902777777776,0.3983,1.7052
2025-07-08,141285.22700000004,65713.83998333334,80694.59884999998,5123.211833333336,63401.40315201832,74547.21028130168,0.8836034722222221,0.3935,1.7507
2025-07-09,140590.7049666667,66531.97995000002,77753.26461666664,3694.5396,60892.031901018345,71330.95558016995,0.8791770833333334,0.3976,1.7416
