issue_time,valid_time,issue_hour,lead_hours,forecast_kw,actual_kw
2025-01-01 12:00:00,2025-01-02 08:00:00,12,20,1827.9739,1536.3375
2025-01-01 12:00:00,2025-01-02 09:00:00,12,21,3207.1033,3267.2625
2025-01-01 12:00:00,2025-01-02 10:00:00,12,22,4565.1144,4356.1125
2025-01-01 12:00:00,2025-01-02 11:00:00,12,23,6040.8,5277.5625
2025-01-01 12:00:00,2025-01-02 12:00:00,12,24,6339.1125,5328.3
2025-01-01 18:00:00,2025-01-01 19:00:00,18,1,0.0,0.0
2025-01-01 18:00:00,2025-01-01 20:00:00,18,2,0.0,0.0
2025-01-01 18:00:00,2025-01-01 21:00:00,18,3,0.0,0.0
2025-01-01 18:00:00,2025-01-01 22:00:00,18,4,0.0,0.0
2025-01-01 18:00:00,2025-01-01 23:00:00,18,5,0.0,0.0
2025-01-01 18:00:00,2025-01-02 00:00:00,18,6,0.0,0.0
2025-01-01 18:00:00,2025-01-02 01:00:00,18,7,0.0,0.0
2025-01-01 18:00:00,2025-01-02 02:00:00,18,8,0.0,0.0
2025-01-01 18:00:00,2025-01-02 03:00:00,18,9,0.0,0.0
2025-01-01 18:00:00,2025-01-02 04:00:00,18,10,0.0,0.0
2025-01-01 18:00:00,2025-01-02 05:00:00,18,11,0.0,0.0
2025-01-01 18:00:00,2025-01-02 06:00:00,18,12,0.0,0.0
2025-01-01 18:00:00,2025-01-02 07:00:00,18,13,5.5153,6.6375
2025-01-01 18:00:00,2025-01-02 08:00:00,18,14,1227.5446,1536.3375
2025-01-01 18:00:00,2025-01-02 09:00:00,18,15,2350.4812,3267.2625
2025-01-01 18:00:00,2025-01-02 10:00:00,18,16,3845.2786,4356.1125
2025-01-01 18:00:00,2025-01-02 11:00:00,18,17,4815.3247,5277.5625
2025-01-01 18:00:00,2025-01-02 12:00:00,18,18,4086.8116,5328.3
2025-01-01 18:00:00,2025-01-02 13:00:00,18,19,4228.7374,5393.2875
2025-01-01 18:00:00,2025-01-02 14:00:00,18,20,3799.2978,4791.45
2025-01-01 18:00:00,2025-01-02 15:00:00,18,21,2472.4285,3140.175
2025-01-01 18:00:00,2025-01-02 16:00:00,18,22,1182.0118,1662.6
2025-01-01 18:00:00,2025-01-02 17:00:00,18,23,5.091,6.675
2025-01-01 18:00:00,2025-01-02 18:00:00,18,24,0.0,0.0
2025-01-02 00:00:00,2025-01-02 01:00:00,0,1,0.0,0.0
2025-01-02 00:00:00,2025-01-02 02:00:00,0,2,0.0,0.0
2025-01-02 00:00:00,2025-01-02 03:00:00,0,3,0.0,0.0
2025-01-02 00:00:00,2025-01-02 04:00:00,0,4,0.0,0.0
2025-01-02 00:00:00,2025-01-02 05:00:00,0,5,0.0,0.0
2025-01-02 00:00:00,2025-01-02 06:00:00,0,6,0.0,0.0
2025-01-02 00:00:00,2025-01-02 07:00:00,0,7,6.3604,6.6375
2025-01-02 00:00:00,2025-01-02 08:00:00,0,8,1424.7328,1536.3375
2025-01-02 00:00:00,2025-01-02 09:00:00,0,9,2844.2052,3267.2625
2025-01-02 00:00:00,2025-01-02 10:00:00,0,10,3600.2106,4356.1125
2025-01-02 00:00:00,2025-01-02 11:00:00,0,11,4746.2786,5277.5625
2025-01-02 00:00:00,2025-01-02 12:00:00,0,12,4915.505,5328.3
2025-01-02 00:00:00,2025-01-02 13:00:00,0,13,5251.6498,5393.2875
2025-01-02 00:00:00,2025-01-02 14:00:00,0,14,4965.3525,4791.45
2025-01-02 00:00:00,2025-01-02 15:00:00,0,15,3588.0375,3140.175
2025-01-02 00:00:00,2025-01-02 16:00:00,0,16,1839.6,1662.6
2025-01-02 00:00:00,2025-01-02 17:00:00,0,17,8.0706,6.675
2025-01-02 00:00:00,2025-01-02 18:00:00,0,18,0.0,0.0
2025-01-02 00:00:00,2025-01-02 19:00:00,0,19,0.0,0.0
2025-01-02 00:00:00,2025-01-02 20:00:00,0,20,0.0,0.0
2025-01-02 00:00:00,2025-01-02 21:00:00,0,21,0.0,0.0
2025-01-02 00:00:00,2025-01-02 22:00:00,0,22,0.0,0.0
2025-01-02 00:00:00,2025-01-02 23:00:00,0,23,0.0,0.0
2025-01-02 00:00:00,2025-01-03 00:00:00,0,24,0.0,0.0
2025-01-02 06:00:00,2025-01-02 07:00:00,6,1,6.5122,6.6375
2025-01-02 06:00:00,2025-01-02 08:00:00,6,2,1453.1843,1536.3375
2025-01-02 06:00:00,2025-01-02 09:00:00,6,3,3099.4257,3267.2625
2025-01-02 06:00:00,2025-01-02 10:00:00,6,4,4269.3966,4356.1125
2025-01-02 06:00:00,2025-01-02 11:00:00,6,5,5146.0167,5277.5625
2025-01-02 06:00:00,2025-01-02 12:00:00,6,6,5556.849,5328.3
2025-01-02 06:00:00,2025-01-02 13:00:00,6,7,5946.4073,5393.2875
2025-01-02 06:00:00,2025-01-02 14:00:00,6,8,5359.9875,4791.45
2025-01-02 06:00:00,2025-01-02 15:00:00,6,9,3342.8554,3140.175
2025-01-02 06:00:00,2025-01-02 16:00:00,6,10,1758.32,1662.6
2025-01-02 06:00:00,2025-01-02 17:00:00,6,11,6.5192,6.675
2025-01-02 06:00:00,2025-01-02 18:00:00,6,12,0.0,0.0
2025-01-02 06:00:00,2025-01-02 19:00:00,6,13,0.0,0.0
2025-01-02 06:00:00,2025-01-02 20:00:00,6,14,0.0,0.0
2025-01-02 06:00:00,2025-01-02 21:00:00,6,15,0.0,0.0
2025-01-02 06:00:00,2025-01-02 22:00:00,6,16,0.0,0.0
2025-01-02 06:00:00,2025-01-02 23:00:00,6,17,0.0,0.0
2025-01-02 06:00:00,2025-01-03 00:00:00,6,18,0.0,0.0
2025-01-02 06:00:00,2025-01-03 01:00:00,6,19,0.0,0.0
2025-01-02 06:00:00,2025-01-03 02:00:00,6,20,0.0,0.0
2025-01-02 06:00:00,2025-01-03 03:00:00,6,21,0.0,0.0
2025-01-02 06:00:00,2025-01-03 04:00:00,6,22,0.0,0.0
2025-01-02 06:00:00,2025-01-03 05:00:00,6,23,0.0,0.0
2025-01-02 06:00:00,2025-01-03 06:00:00,6,24,0.0,0.0
2025-01-02 12:00:00,2025-01-02 13:00:00,12,1,5392.7373,5393.2875
2025-01-02 12:00:00,2025-01-02 14:00:00,12,2,4793.417,4791.45
2025-01-02 12:00:00,2025-01-02 15:00:00,12,3,3115.7896,3140.175
2025-01-02 12:00:00,2025-01-02 16:00:00,12,4,1653.8059,1662.6
2025-01-02 12:00:00,2025-01-02 17:00:00,12,5,6.4763,6.675
2025-01-02 12:00:00,2025-01-02 18:00:00,12,6,0.0,0.0
2025-01-02 12:00:00,2025-01-02 19:00:00,12,7,0.0,0.0
2025-01-02 12:00:00,2025-01-02 20:00:00,12,8,0.0,0.0
2025-01-02 12:00:00,2025-01-02 21:00:00,12,9,0.0,0.0
2025-01-02 12:00:00,2025-01-02 22:00:00,12,10,0.0,0.0
2025-01-02 12:00:00,2025-01-02 23:00:00,12,11,0.0,0.0
2025-01-02 12:00:00,2025-01-03 00:00:00,12,12,0.0,0.0
2025-01-02 12:00:00,2025-01-03 01:00:00,12,13,0.0,0.0
2025-01-02 12:00:00,2025-01-03 02:00:00,12,14,0.0,0.0
2025-01-02 12:00:00,2025-01-03 03:00:00,12,15,0.0,0.0
2025-01-02 12:00:00,2025-01-03 04:00:00,12,16,0.0,0.0
2025-01-02 12:00:00,2025-01-03 05:00:00,12,17,0.0,0.0
2025-01-02 12:00:00,2025-01-03 06:00:00,12,18,0.0,0.0
2025-01-02 12:00:00,2025-01-03 07:00:00,12,19,11.4514,10.1625
2025-01-02 12:00:00,2025-01-03 08:00:00,12,20,1377.1773,1529.2875
2025-01-02 12:00:00,2025-01-03 09:00:00,12,21,3653.775,3263.25
2025-01-02 12:00:00,2025-01-03 10:00:00,12,22,4903.35,4799.25
2025-01-02 12:00:00,2025-01-03 11:00:00,12,23,5017.1291,5189.7375
2025-01-02 12:00:00,2025-01-03 12:00:00,12,24,6339.1125,6232.0875
2025-01-02 18:00:00,2025-01-02 19:00:00,18,1,0.0,0.0
2025-01-02 18:00:00,2025-01-02 20:00:00,18,2,0.0,0.0
2025-01-02 18:00:00,2025-01-02 21:00:00,18,3,0.0,0.0
2025-01-02 18:00:00,2025-01-02 22:00:00,18,4,0.0,0.0
2025-01-02 18:00:00,2025-01-02 23:00:00,18,5,0.0,0.0
2025-01-02 18:00:00,2025-01-03 00:00:00,18,6,0.0,0.0
2025-01-02 18:00:00,2025-01-03 01:00:00,18,7,0.0,0.0
2025-01-02 18:00:00,2025-01-03 02:00:00,18,8,0.0,0.0
2025-01-02 18:00:00,2025-01-03 03:00:00,18,9,0.0,0.0
2025-01-02 18:00:00,2025-01-03 04:00:00,18,10,0.0,0.0
2025-01-02 18:00:00,2025-01-03 05:00:00,18,11,0.0,0.0
2025-01-02 18:00:00,2025-01-03 06:00:00,18,12,0.0,0.0
2025-01-02 18:00:00,2025-01-03 07:00:00,18,13,9.5321,10.1625
2025-01-02 18:00:00,2025-01-03 08:00:00,18,14,1513.0067,1529.2875
2025-01-02 18:00:00,2025-01-03 09:00:00,18,15,2860.0466,3263.25
2025-01-02 18:00:00,2025-01-03 10:00:00,18,16,3793.6223,4799.25
2025-01-02 18:00:00,2025-01-03 11:00:00,18,17,4445.8828,5189.7375
2025-01-02 18:00:00,2025-01-03 12:00:00,18,18,4246.4353,6232.0875
2025-01-02 18:00:00,2025-01-03 13:00:00,18,19,4365.3181,5384.3625
2025-01-02 18:00:00,2025-01-03 14:00:00,18,20,4051.699,4870.5
2025-01-02 18:00:00,2025-01-03 15:00:00,18,21,2758.4743,3262.425
2025-01-02 18:00:00,2025-01-03 16:00:00,18,22,1424.3298,1480.1625
2025-01-02 18:00:00,2025-01-03 17:00:00,18,23,11.2687,9.75
2025-01-02 18:00:00,2025-01-03 18:00:00,18,24,0.0,0.0
2025-01-03 00:00:00,2025-01-03 01:00:00,0,1,0.0,0.0
2025-01-03 00:00:00,2025-01-03 02:00:00,0,2,0.0,0.0
2025-01-03 00:00:00,2025-01-03 03:00:00,0,3,0.0,0.0
2025-01-03 00:00:00,2025-01-03 04:00:00,0,4,0.0,0.0
2025-01-03 00:00:00,2025-01-03 05:00:00,0,5,0.0,0.0
2025-01-03 00:00:00,2025-01-03 06:00:00,0,6,0.0,0.0
2025-01-03 00:00:00,2025-01-03 07:00:00,0,7,9.2912,10.1625
2025-01-03 00:00:00,2025-01-03 08:00:00,0,8,1514.0314,1529.2875
2025-01-03 00:00:00,2025-01-03 09:00:00,0,9,3078.4182,3263.25
2025-01-03 00:00:00,2025-01-03 10:00:00,0,10,4510.5495,4799.25
2025-01-03 00:00:00,2025-01-03 11:00:00,0,11,5403.0295,5189.7375
2025-01-03 00:00:00,2025-01-03 12:00:00,0,12,6228.0795,6232.0875
2025-01-03 00:00:00,2025-01-03 13:00:00,0,13,5051.5846,5384.3625
2025-01-03 00:00:00,2025-01-03 14:00:00,0,14,5134.1073,4870.5
2025-01-03 00:00:00,2025-01-03 15:00:00,0,15,3661.5375,3262.425
2025-01-03 00:00:00,2025-01-03 16:00:00,0,16,1457.3727,1480.1625
2025-01-03 00:00:00,2025-01-03 17:00:00,0,17,10.9081,9.75
2025-01-03 00:00:00,2025-01-03 18:00:00,0,18,0.0,0.0
2025-01-03 00:00:00,2025-01-03 19:00:00,0,19,0.0,0.0
2025-01-03 00:00:00,2025-01-03 20:00:00,0,20,0.0,0.0
2025-01-03 00:00:00,2025-01-03 21:00:00,0,21,0.0,0.0
2025-01-03 00:00:00,2025-01-03 22:00:00,0,22,0.0,0.0
2025-01-03 00:00:00,2025-01-03 23:00:00,0,23,0.0,0.0
2025-01-03 00:00:00,2025-01-04 00:00:00,0,24,0.0,0.0
2025-01-03 06:00:00,2025-01-03 07:00:00,6,1,10.1517,10.1625
2025-01-03 06:00:00,2025-01-03 08:00:00,6,2,1543.8265,1529.2875
2025-01-03 06:00:00,2025-01-03 09:00:00,6,3,3340.5575,3263.25
2025-01-03 06:00:00,2025-01-03 10:00:00,6,4,4903.35,4799.25
2025-01-03 06:00:00,2025-01-03 11:00:00,6,5,5614.4735,5189.7375
2025-01-03 06:00:00,2025-01-03 12:00:00,6,6,6339.1125,6232.0875
2025-01-03 06:00:00,2025-01-03 13:00:00,6,7,5537.59,5384.3625
2025-01-03 06:00:00,2025-01-03 14:00:00,6,8,4719.9642,4870.5
2025-01-03 06:00:00,2025-01-03 15:00:00,6,9,3200.0998,3262.425
2025-01-03 06:00:00,2025-01-03 16:00:00,6,10,1337.2871,1480.1625
2025-01-03 06:00:00,2025-01-03 17:00:00,6,11,10.2099,9.75
2025-01-03 06:00:00,2025-01-03 18:00:00,6,12,0.0,0.0
2025-01-03 06:00:00,2025-01-03 19:00:00,6,13,0.0,0.0
2025-01-03 06:00:00,2025-01-03 20:00:00,6,14,0.0,0.0
2025-01-03 06:00:00,2025-01-03 21:00:00,6,15,0.0,0.0
2025-01-03 06:00:00,2025-01-03 22:00:00,6,16,0.0,0.0
2025-01-03 06:00:00,2025-01-03 23:00:00,6,17,0.0,0.0
2025-01-03 06:00:00,2025-01-04 00:00:00,6,18,0.0,0.0
2025-01-03 06:00:00,2025-01-04 01:00:00,6,19,0.0,0.0
2025-01-03 06:00:00,2025-01-04 02:00:00,6,20,0.0,0.0
2025-01-03 06:00:00,2025-01-04 03:00:00,6,21,0.0,0.0
2025-01-03 06:00:00,2025-01-04 04:00:00,6,22,0.0,0.0
2025-01-03 06:00:00,2025-01-04 05:00:00,6,23,0.0,0.0
2025-01-03 06:00:00,2025-01-04 06:00:00,6,24,0.0,0.0
2025-01-03 12:00:00,2025-01-03 13:00:00,12,1,5352.8521,5384.3625
2025-01-03 12:00:00,2025-01-03 14:00:00,12,2,4911.3123,4870.5
2025-01-03 12:00:00,2025-01-03 15:00:00,12,3,3255.4369,3262.425
2025-01-03 12:00:00,2025-01-03 16:00:00,12,4,1521.1799,1480.1625
2025-01-03 12:00:00,2025-01-03 17:00:00,12,5,10.2119,9.75
2025-01-03 12:00:00,2025-01-03 18:00:00,12,6,0.0,0.0
2025-01-03 12:00:00,2025-01-03 19:00:00,12,7,0.0,0.0
2025-01-03 12:00:00,2025-01-03 20:00:00,12,8,0.0,0.0
2025-01-03 12:00:00,2025-01-03 21:00:00,12,9,0.0,0.0
2025-01-03 12:00:00,2025-01-03 22:00:00,12,10,0.0,0.0
2025-01-03 12:00:00,2025-01-03 23:00:00,12,11,0.0,0.0
2025-01-03 12:00:00,2025-01-04 00:00:00,12,12,0.0,0.0
2025-01-03 12:00:00,2025-01-04 01:00:00,12,13,0.0,0.0
2025-01-03 12:00:00,2025-01-04 02:00:00,12,14,0.0,0.0
2025-01-03 12:00:00,2025-01-04 03:00:00,12,15,0.0,0.0
2025-01-03 12:00:00,2025-01-04 04:00:00,12,16,0.0,0.0
2025-01-03 12:00:00,2025-01-04 05:00:00,12,17,0.0,0.0
2025-01-03 12:00:00,2025-01-04 06:00:00,12,18,0.0,0.0
2025-01-03 12:00:00,2025-01-04 07:00:00,12,19,9.7537,15.6375
2025-01-03 12:00:00,2025-01-04 08:00:00,12,20,1081.4534,1621.0875
2025-01-03 12:00:00,2025-01-04 09:00:00,12,21,2125.6273,3318.1875
2025-01-03 12:00:00,2025-01-04 10:00:00,12,22,3000.3625,4492.7625
2025-01-03 12:00:00,2025-01-04 11:00:00,12,23,3974.1294,5702.1
2025-01-03 12:00:00,2025-01-04 12:00:00,12,24,5987.1209,6339.1125
2025-01-03 18:00:00,2025-01-03 19:00:00,18,1,0.0,0.0
2025-01-03 18:00:00,2025-01-03 20:00:00,18,2,0.0,0.0
2025-01-03 18:00:00,2025-01-03 21:00:00,18,3,0.0,0.0
2025-01-03 18:00:00,2025-01-03 22:00:00,18,4,0.0,0.0
2025-01-03 18:00:00,2025-01-03 23:00:00,18,5,0.0,0.0
2025-01-03 18:00:00,2025-01-04 00:00:00,18,6,0.0,0.0
2025-01-03 18:00:00,2025-01-04 01:00:00,18,7,0.0,0.0
2025-01-03 18:00:00,2025-01-04 02:00:00,18,8,0.0,0.0
2025-01-03 18:00:00,2025-01-04 03:00:00,18,9,0.0,0.0
2025-01-03 18:00:00,2025-01-04 04:00:00,18,10,0.0,0.0
2025-01-03 18:00:00,2025-01-04 05:00:00,18,11,0.0,0.0
2025-01-03 18:00:00,2025-01-04 06:00:00,18,12,0.0,0.0
2025-01-03 18:00:00,2025-01-04 07:00:00,18,13,12.7298,15.6375
2025-01-03 18:00:00,2025-01-04 08:00:00,18,14,1213.2499,1621.0875
2025-01-03 18:00:00,2025-01-04 09:00:00,18,15,2507.0925,3318.1875
2025-01-03 18:00:00,2025-01-04 10:00:00,18,16,3502.5119,4492.7625
2025-01-03 18:00:00,2025-01-04 11:00:00,18,17,5074.2101,5702.1
2025-01-03 18:00:00,2025-01-04 12:00:00,18,18,6321.2807,6339.1125
2025-01-03 18:00:00,2025-01-04 13:00:00,18,19,4741.4501,5575.05
2025-01-03 18:00:00,2025-01-04 14:00:00,18,20,3809.1464,4835.9625
2025-01-03 18:00:00,2025-01-04 15:00:00,18,21,3157.01,3287.4
2025-01-03 18:00:00,2025-01-04 16:00:00,18,22,1275.4294,1495.5
2025-01-03 18:00:00,2025-01-04 17:00:00,18,23,10.5949,13.5375
2025-01-03 18:00:00,2025-01-04 18:00:00,18,24,0.0,0.0
2025-01-04 00:00:00,2025-01-04 01:00:00,0,1,0.0,0.0
2025-01-04 00:00:00,2025-01-04 02:00:00,0,2,0.0,0.0
2025-01-04 00:00:00,2025-01-04 03:00:00,0,3,0.0,0.0
2025-01-04 00:00:00,2025-01-04 04:00:00,0,4,0.0,0.0
2025-01-04 00:00:00,2025-01-04 05:00:00,0,5,0.0,0.0
2025-01-04 00:00:00,2025-01-04 06:00:00,0,6,0.0,0.0
2025-01-04 00:00:00,2025-01-04 07:00:00,0,7,16.3286,15.6375
2025-01-04 00:00:00,2025-01-04 08:00:00,0,8,1721.9148,1621.0875
2025-01-04 00:00:00,2025-01-04 09:00:00,0,9,3653.775,3318.1875
2025-01-04 00:00:00,2025-01-04 10:00:00,0,10,4903.35,4492.7625
2025-01-04 00:00:00,2025-01-04 11:00:00,0,11,6040.8,5702.1
2025-01-04 00:00:00,2025-01-04 12:00:00,0,12,6339.1125,6339.1125
2025-01-04 00:00:00,2025-01-04 13:00:00,0,13,6134.9039,5575.05
2025-01-04 00:00:00,2025-01-04 14:00:00,0,14,4720.5012,4835.9625
2025-01-04 00:00:00,2025-01-04 15:00:00,0,15,2820.1758,3287.4
2025-01-04 00:00:00,2025-01-04 16:00:00,0,16,1364.0018,1495.5
2025-01-04 00:00:00,2025-01-04 17:00:00,0,17,11.6166,13.5375
2025-01-04 00:00:00,2025-01-04 18:00:00,0,18,0.0,0.0
2025-01-04 00:00:00,2025-01-04 19:00:00,0,19,0.0,0.0
2025-01-04 00:00:00,2025-01-04 20:00:00,0,20,0.0,0.0
2025-01-04 00:00:00,2025-01-04 21:00:00,0,21,0.0,0.0
2025-01-04 00:00:00,2025-01-04 22:00:00,0,22,0.0,0.0
2025-01-04 00:00:00,2025-01-04 23:00:00,0,23,0.0,0.0
2025-01-04 00:00:00,2025-01-05 00:00:00,0,24,0.0,0.0
2025-01-04 06:00:00,2025-01-04 07:00:00,6,1,15.1787,15.6375
2025-01-04 06:00:00,2025-01-04 08:00:00,6,2,1546.9471,1621.0875
2025-01-04 06:00:00,2025-01-04 09:00:00,6,3,3178.9721,3318.1875
2025-01-04 06:00:00,2025-01-04 10:00:00,6,4,4226.7413,4492.7625
2025-01-04 06:00:00,2025-01-04 11:00:00,6,5,5399.7799,5702.1
2025-01-04 06:00:00,2025-01-04 12:00:00,6,6,6339.1125,6339.1125
2025-01-04 06:00:00,2025-01-04 13:00:00,6,7,5886.5064,5575.05
2025-01-04 06:00:00,2025-01-04 14:00:00,6,8,5024.0453,4835.9625
2025-01-04 06:00:00,2025-01-04 15:00:00,6,9,3643.9998,3287.4
2025-01-04 06:00:00,2025-01-04 16:00:00,6,10,1620.9771,1495.5
2025-01-04 06:00:00,2025-01-04 17:00:00,6,11,13.7697,13.5375
2025-01-04 06:00:00,2025-01-04 18:00:00,6,12,0.0,0.0
2025-01-04 06:00:00,2025-01-04 19:00:00,6,13,0.0,0.0
2025-01-04 06:00:00,2025-01-04 20:00:00,6,14,0.0,0.0
2025-01-04 06:00:00,2025-01-04 21:00:00,6,15,0.0,0.0
2025-01-04 06:00:00,2025-01-04 22:00:00,6,16,0.0,0.0
2025-01-04 06:00:00,2025-01-04 23:00:00,6,17,0.0,0.0
2025-01-04 06:00:00,2025-01-05 00:00:00,6,18,0.0,0.0
2025-01-04 06:00:00,2025-01-05 01:00:00,6,19,0.0,0.0
2025-01-04 06:00:00,2025-01-05 02:00:00,6,20,0.0,0.0
2025-01-04 06:00:00,2025-01-05 03:00:00,6,21,0.0,0.0
2025-01-04 06:00:00,2025-01-05 04:00:00,6,22,0.0,0.0
2025-01-04 06:00:00,2025-01-05 05:00:00,6,23,0.0,0.0
2025-01-04 06:00:00,2025-01-05 06:00:00,6,24,0.0,0.0
2025-01-04 12:00:00,2025-01-04 13:00:00,12,1,5586.926,5575.05
2025-01-04 12:00:00,2025-01-04 14:00:00,12,2,4966.0167,4835.9625
2025-01-04 12:00:00,2025-01-04 15:00:00,12,3,3376.2331,3287.4
2025-01-04 12:00:00,2025-01-04 16:00:00,12,4,1555.6215,1495.5
2025-01-04 12:00:00,2025-01-04 17:00:00,12,5,14.1685,13.5375
2025-01-04 12:00:00,2025-01-04 18:00:00,12,6,0.0,0.0
2025-01-04 12:00:00,2025-01-04 19:00:00,12,7,0.0,0.0
2025-01-04 12:00:00,2025-01-04 20:00:00,12,8,0.0,0.0
2025-01-04 12:00:00,2025-01-04 21:00:00,12,9,0.0,0.0
2025-01-04 12:00:00,2025-01-04 22:00:00,12,10,0.0,0.0
2025-01-04 12:00:00,2025-01-04 23:00:00,12,11,0.0,0.0
2025-01-04 12:00:00,2025-01-05 00:00:00,12,12,0.0,0.0
2025-01-04 12:00:00,2025-01-05 01:00:00,12,13,0.0,0.0
2025-01-04 12:00:00,2025-01-05 02:00:00,12,14,0.0,0.0
2025-01-04 12:00:00,2025-01-05 03:00:00,12,15,0.0,0.0
2025-01-04 12:00:00,2025-01-05 04:00:00,12,16,0.0,0.0
2025-01-04 12:00:00,2025-01-05 05:00:00,12,17,0.0,0.0
