date,start,end,intervals,emergency_kwh,cost_yuan
2025-02-17,15:40,15:50,1,11.862975000000006,46.402026712500025
2025-02-17,20:20,20:40,2,175.29644080555443,1222.6152870797284
2025-02-18,00:40,01:30,5,131.11787500000037,281.13901670000075
2025-02-18,01:50,02:00,1,12.250991666666778,26.40701253750024
2025-02-18,03:50,04:10,2,33.525132722222565,73.67749574838963
2025-02-18,04:20,04:30,1,0.9763156111104309,2.13032066344296
2025-02-18,05:20,05:30,1,22.7321361250009,48.885458736814435
2025-02-18,05:40,06:00,2,38.93040694444517,169.10478475278086
2025-02-18,09:40,09:50,1,1.8386049444434747,8.796805356689804
2025-02-18,20:30,20:40,1,77.66233162500032,541.7724254160022
2025-02-19,00:40,03:10,15,400.8400333333327,866.4414611999986
2025-02-19,03:20,03:40,2,19.600649999999973,42.684652412499936
2025-02-19,05:50,06:00,1,27.000000000000682,122.83650000000311
2025-02-19,06:20,06:30,1,43.42800833333308,190.19296249583223
2025-02-19,07:00,07:20,2,49.515769444444345,199.4486455888885
2025-02-19,09:10,10:40,9,1199.7741806527765,5798.364441760091
2025-02-19,15:10,15:40,3,190.6237291666664,691.5600071090269
2025-02-19,15:50,16:10,2,45.043654166666556,184.65166295624954
2025-02-19,20:30,21:30,6,140.97511666666583,840.6364532666611
2025-02-19,21:40,21:50,1,6.252798388888913,24.27336334566676
2025-02-20,00:50,01:10,2,49.21279444444451,105.62547400833347
2025-02-20,06:00,06:20,2,48.666222222222245,225.606474902778
2025-02-20,07:10,07:30,2,49.951575000000275,193.61936096666776
2025-02-20,09:10,09:50,4,661.5487273611096,3183.8103845384653
2025-02-20,10:00,10:50,5,596.6530166666668,2854.903295975
2025-02-20,20:30,21:20,5,91.9379006388906,506.9590757485681
2025-02-22,20:40,20:50,1,121.45045902777491,742.426656036788
2025-02-23,01:10,01:30,2,34.654486111111055,74.39210592986099
2025-02-23,01:50,02:30,4,33.68403055555564,72.65265639791684
2025-02-23,03:00,03:20,2,83.83777916666864,183.2832897937543
2025-02-23,05:10,05:30,2,62.53202998611361,137.09606937917917
2025-02-23,06:00,06:20,2,16.432516666667198,76.13281438611368
2025-02-23,06:30,06:40,1,39.51884583333259,169.9507965062468
2025-02-23,07:20,07:30,1,13.768965277777852,52.62498529166695
2025-02-23,09:30,10:40,7,966.1208705000007,4652.26746578092
2025-02-23,15:10,15:50,4,146.24051666666685,545.7484844402785
2025-02-23,20:30,20:50,2,53.298980611113734,371.13696130007395
2025-02-23,21:00,21:30,3,48.62864479166692,225.46650133958454
2025-02-23,21:40,21:50,1,0.04957973611128619,0.19246853558401297
2025-02-24,00:30,00:50,2,35.451941666666585,75.72334744374983
2025-02-24,01:10,01:30,2,65.1768361111109,139.8011907798607
2025-02-24,06:00,06:20,2,58.09052916666701,264.1069448666683
2025-02-24,06:30,06:50,2,101.18263194444506,434.67122620833595
2025-02-24,20:30,21:00,3,268.43452793055894,1745.054878408857
2025-02-25,00:30,00:50,2,11.153475000000071,23.820261435416818
2025-02-25,01:00,01:20,2,52.432519444444324,112.94115234374974
2025-02-25,02:00,02:30,3,75.49704166666686,162.9208164166671
2025-02-25,02:40,03:40,6,134.20072777777784,292.3290699569446
2025-02-25,05:40,06:00,2,54.757155555556096,185.71205945139153
2025-02-25,06:10,06:40,3,162.07697638888862,700.059135947221
2025-02-25,06:50,07:20,3,93.07549040277782,380.59631178337514
2025-02-25,20:50,21:50,6,87.04669583333298,400.05880843124834
2025-02-26,00:30,00:40,1,4.439129166666703,9.481979900000079
2025-02-26,01:30,01:40,1,34.84166111111108,75.11862135555549
2025-02-26,02:10,02:40,3,24.35353749999979,52.731277160416205
2025-02-26,03:10,03:20,1,34.378823444440854,75.13491863782548
2025-02-26,04:20,04:40,2,57.25911920833325,124.9452971757776
2025-02-26,05:40,05:50,1,17.09942500000011,48.80175895000032
2025-02-26,06:40,06:50,1,21.447080555555544,90.52812702499996
2025-02-26,09:00,10:00,6,500.2181308055581,2452.274806416999
2025-02-26,14:40,15:00,2,94.52826805555728,369.29133458195236
2025-02-26,15:10,16:30,8,262.05996527777756,1052.331871709027
2025-02-26,16:50,17:00,1,23.467665277777883,108.70222556666714
2025-02-26,20:10,20:30,2,224.18508155555367,1509.5368130888762
2025-02-27,00:40,00:50,1,0.42251249999992524,0.9022754437498404
2025-02-27,01:10,02:00,5,52.712979166666514,113.41303598124968
2025-02-27,02:20,02:30,1,13.006297222222315,28.399249984722424
2025-02-27,03:20,03:40,2,80.36114700000061,174.99534663891802
2025-02-27,06:10,06:20,1,1.4424583333332066,6.316525041666113
2025-02-27,06:40,06:50,1,19.44147777777755,82.06247769999904
2025-02-27,07:30,07:50,2,458.3812458611121,1950.781099252782
2025-02-27,08:40,10:20,10,2080.0000833333334,10366.753513275
2025-02-27,15:20,15:30,1,0.8940013888886824,3.2666810749992456
2025-02-27,20:30,20:50,2,170.2539865694439,1176.039002982052
2025-02-27,21:20,21:40,2,15.59338158333312,75.67667725592953
2025-02-28,21:00,21:10,1,8.466006944444416,38.384875486110985
2025-02-28,21:30,21:50,2,150.20254711111198,712.3713058925878
2025-03-01,20:40,21:20,4,204.21624331944844,1081.5201241180384
2025-03-02,00:40,01:10,3,45.89847638888887,98.37983461874995
2025-03-02,02:30,02:50,2,32.08008611111086,69.64271407152722
2025-03-02,06:30,06:40,1,257.2300333333374,1106.2177583500174
2025-03-02,10:30,10:40,1,5.63681391666846,27.73030606305049
2025-03-02,12:50,15:00,13,2666.203716666666,12714.596858708333
2025-03-02,15:10,16:00,5,188.69099999999935,716.6931331305531
2025-03-02,16:30,16:50,2,55.56220540277841,251.7143047391417
2025-03-02,17:10,17:50,4,113.78659498610963,583.3321481259511
2025-03-02,20:10,20:20,1,48.30984583333418,323.675967083339
2025-03-02,20:30,21:00,3,239.98540000000003,1532.1661878583336
2025-03-02,21:20,21:40,2,48.6706733333333,232.92437948666648
2025-03-03,01:30,02:10,4,117.58695972222233,254.0062283868058
2025-03-03,02:30,02:50,2,32.84463611111096,71.30374802986077
2025-03-03,03:20,03:40,2,38.64491944444433,84.1555530729164
2025-03-03,09:30,10:40,7,916.1327295138908,4430.959351481607
2025-03-03,14:40,14:50,1,214.62818333333144,1006.1769234666577
2025-03-03,15:10,16:40,9,693.132009722222,2724.7132729708323
2025-03-03,17:00,17:10,1,2.29906666666659,10.876884399999637
2025-03-03,20:30,21:30,6,192.35455397222358,1000.4395771477313
2025-03-04,00:20,00:40,2,53.71193055555568,114.66675488125027
2025-03-04,00:50,01:00,1,1.9841902777777705,4.251127670138874
2025-03-04,01:30,02:00,3,157.82567500000005,340.89658618888905
2025-03-04,15:30,15:50,2,19.122472222222086,72.91549058055504
2025-03-04,17:00,17:20,2,34.99421388888857,169.62248060277625
2025-03-04,20:50,21:00,1,11.226663888889357,52.38361370555774
2025-03-05,00:30,01:00,3,52.05888750000008,111.3238349333335
2025-03-05,01:50,02:10,2,12.246530555555296,26.38555304999944
2025-03-05,05:40,06:10,3,20.244208333334768,69.44640291667312
2025-03-05,17:10,17:20,1,5.447427777777648,26.534420705554922
2025-03-05,17:30,17:40,1,6.786838888888951,33.11977377777808
2025-03-05,20:30,20:50,2,121.4704777777797,837.8327132264023
2025-03-05,21:10,21:20,1,15.931569763888932,74.6473701287016
2025-03-06,01:50,02:20,3,59.25065694444447,127.32496412569452
2025-03-06,02:30,02:50,2,79.87937777777768,173.3555097236109
2025-03-06,05:40,05:50,1,5.112580555555496,14.591304905555386
2025-03-06,15:50,16:20,3,48.20546527777765,199.99970778402718
2025-03-06,16:40,17:00,2,39.631083333333436,182.3068748694449
2025-03-06,17:20,17:40,2,36.78467777777814,180.22863270555735
2025-03-08,01:50,02:20,3,72.34688766666812,155.57351778147537
2025-03-08,02:30,05:30,18,674.5463316250001,1474.1422756937227
2025-03-08,07:10,08:00,5,441.75639190277525,1695.1791752494619
2025-03-09,00:30,00:50,2,12.092111111111194,25.824116788889068
2025-03-09,01:20,02:20,6,183.99734166666667,396.58379731458336
2025-03-09,02:50,04:00,7,215.77907916666675,470.81422635208355
2025-03-09,04:20,05:20,6,184.11823333333336,404.2286049236112
2025-03-09,06:40,07:10,3,564.0479875000019,2361.249966837508
2025-03-09,07:30,07:50,2,125.15568388888892,504.85647790972234
2025-03-09,09:00,10:10,7,741.2891666666665,3636.509836741666
2025-03-09,16:20,16:30,1,14.431030555555708,63.431594806945114
2025-03-09,16:50,17:00,1,8.153947222222314,37.769083533333756
2025-03-09,20:30,20:40,1,76.50869166666723,533.7246330666707
2025-03-09,20:50,21:00,1,8.959562722222245,41.805319661888994
2025-03-10,00:40,01:10,3,141.74984444444488,304.1636433333342
2025-03-10,02:10,02:40,3,83.12843750000013,180.69768810763918
2025-03-10,03:20,03:30,1,4.2980666666667275,9.361189200000132
2025-03-10,04:10,05:30,8,307.90937083333336,674.2805019979166
2025-03-10,05:40,05:50,1,33.64648472222234,96.02706739722257
2025-03-10,06:40,07:00,2,389.1879763888878,1625.8860141124956
2025-03-10,07:10,07:50,4,123.90102186111136,479.6813236208344
2025-03-10,08:40,10:20,10,1607.9509500000001,7989.999626874999
2025-03-10,14:00,14:50,5,413.50975000000005,2062.2059411416667
2025-03-10,16:40,17:30,5,74.89936944444412,352.9067715659707
2025-03-10,20:10,20:40,3,596.0716229861076,4002.573473640255
2025-03-11,00:20,00:40,2,12.31194999999991,26.298206287499813
2025-03-11,01:10,01:40,3,57.9692083333332,124.41799500694417
2025-03-11,02:10,02:30,2,41.20738333333327,89.57310513333319
2025-03-11,02:50,03:10,2,16.116116666666585,35.22926051666649
2025-03-11,06:40,07:30,5,895.0259722222207,3750.7848288194386
2025-03-11,07:40,07:50,1,348.5297215833346,1498.6778028083388
2025-03-11,09:10,09:30,2,75.20834999999988,371.4687380999995
2025-03-11,14:40,15:00,2,298.467686111111,1318.0934066138884
2025-03-11,15:10,17:10,12,616.2092263888892,2532.2980952527796
2025-03-11,17:30,17:50,2,55.4011861111112,286.7853723041672
2025-03-11,20:10,20:20,1,59.21195676388891,396.7201103180557
2025-03-12,00:20,00:40,2,52.9567777777778,113.06863715000006
2025-03-12,01:30,02:30,6,181.86794166666687,392.7897154361116
2025-03-12,02:50,03:10,2,85.09636250000005,185.73548946250014
2025-03-12,03:30,04:00,3,95.32934983333351,207.76473811225037
2025-03-12,04:40,05:10,3,33.0099084999996,72.47680752266577
2025-03-12,05:40,05:50,1,10.584380555555413,30.20782210555515
2025-03-12,06:40,07:00,2,697.2985749999992,2940.957238724997
2025-03-12,09:10,09:20,1,92.5426000000001,459.10383860000053
2025-03-12,15:40,17:00,8,217.08639166666603,946.7528232361084
2025-03-12,20:20,20:30,1,171.6636709444441,1157.7856286848034
2025-03-12,21:00,21:10,1,10.142574597222119,45.98643322380509
2025-03-13,00:30,00:50,2,36.87116944444449,78.74828774097233
2025-03-13,01:40,02:00,2,38.605155555555484,83.3739165805554
2025-03-13,02:20,02:30,1,24.8375069444445,54.23269641319456
2025-03-13,02:50,03:20,3,88.038398611111,192.12524995138864
2025-03-13,04:20,05:10,5,29.94357499999967,65.4589704208326
2025-03-13,05:40,05:50,1,7.223352777777791,20.615448827777815
2025-03-13,06:40,07:00,2,1129.1759833333333,4737.31680315
2025-03-13,07:20,07:30,1,41.42638611111113,158.33164771666674
2025-03-13,07:40,07:50,1,7.9634267500003375,34.24273502500145
2025-03-13,09:00,10:50,11,1602.1013166666662,7748.446289899997
2025-03-13,13:00,13:40,4,140.2864833333333,599.2321813583333
2025-03-13,14:40,14:50,1,121.70750575000704,570.564786956033
2025-03-13,16:50,17:20,3,102.03645833333326,486.9089348638885
2025-03-13,20:20,20:50,3,329.16443750000064,2253.8345226458378
2025-03-14,07:10,07:50,4,263.3793924722198,1001.1602106859348
2025-03-14,20:40,20:50,1,2.4464361111095627,14.955063947212755
2025-03-14,21:30,21:40,1,64.67606654166485,319.20872641638687
2025-03-15,01:00,01:20,2,43.654430027779156,93.96855119987796
2025-03-15,07:20,07:50,3,244.00748415277792,907.9223950985839
2025-03-15,20:40,21:50,7,296.4493833333326,1542.5204072708295
2025-03-16,00:30,01:30,6,88.96145416666661,191.2007050749999
2025-03-16,02:30,02:50,2,44.921538888888904,97.54287516388892
2025-03-16,03:00,03:20,2,40.53493055555555,88.63166373958332
2025-03-16,03:40,03:50,1,4.429856944444396,9.657088138888783
2025-03-16,04:10,04:40,3,43.51939166666659,95.2848346916665
2025-03-16,05:40,06:00,2,28.525129166667284,84.19133864166956
2025-03-16,06:40,07:40,6,1171.2880458333334,4830.129815994444
2025-03-16,14:40,15:00,2,20.850449611111756,95.61024963939204
2025-03-16,15:10,15:40,3,80.06801527777782,292.6084796104168
2025-03-16,15:50,16:10,2,36.11921527777781,147.58783923125014
2025-03-16,16:40,17:00,2,26.113061111110937,119.67021497361033
2025-03-16,17:20,17:40,2,49.3226916666664,242.04792747083206
2025-03-17,00:20,00:30,1,17.417209722222196,37.17703415208328
2025-03-17,01:50,02:10,2,12.45764794444542,26.839993244252103
2025-03-17,02:50,03:10,2,17.262490444443415,37.67989378391442
2025-03-17,03:50,04:10,2,67.64421287499947,148.3704900778183
2025-03-17,06:40,07:10,3,867.380020833332,3621.151500541661
2025-03-17,21:00,21:10,1,6.323999638889654,28.673014362725695
2025-03-18,00:20,00:30,1,20.326401388888826,43.3867037645832
2025-03-18,00:50,01:00,1,0.9114013888889758,1.9526774756946308
2025-03-18,01:30,01:40,1,8.477866666666614,18.27828053333322
2025-03-18,02:10,02:20,1,7.763027777777779,16.783666055555557
2025-03-18,03:10,03:30,2,52.246022638890466,113.84524598771176
2025-03-18,03:50,04:10,2,32.66988013888901,71.58625846847251
2025-03-18,04:20,04:50,3,108.40813033333423,238.2186963373353
2025-03-18,06:40,07:20,4,1094.479605749998,4498.488925519491
2025-03-18,08:40,10:00,8,1389.9892833333333,7056.974855774999
2025-03-18,14:40,14:50,1,90.78001666666562,425.57671813332837
2025-03-18,16:30,16:50,2,41.855938888888886,189.40239817916662
2025-03-18,17:10,17:20,1,13.20683750000012,64.33050546250058
2025-03-18,20:30,20:50,2,25.23034166666889,161.67454781668212
2025-03-19,00:40,01:30,5,61.14385555555566,131.08759413333357
2025-03-19,01:50,02:10,2,47.16807777777785,101.55657465000016
2025-03-19,02:30,02:50,2,21.012938888888925,45.635235255555635
2025-03-19,03:20,03:40,2,5.951242916669319,12.95870644333911
2025-03-19,04:10,04:30,2,10.945647888889447,23.983399569945668
2025-03-19,06:40,07:10,3,1357.3923458333363,5636.646065825013
2025-03-19,08:50,09:40,5,779.9133974583333,3900.6766134424993
2025-03-19,14:40,14:50,1,119.81838333333296,561.7085810666649
2025-03-19,15:10,15:30,2,50.19062222222237,183.21266443472274
2025-03-20,00:20,00:30,1,32.63851111111103,69.66690196666649
2025-03-20,00:50,01:50,6,200.99191111111077,431.93692376388816
2025-03-20,02:30,02:40,1,2.292536111111076,4.983973505555479
2025-03-20,03:10,04:00,5,131.34763558333336,286.63207240140287
2025-03-20,05:10,05:30,2,10.246663000000627,22.558518361834714
2025-03-20,06:40,07:10,3,1322.5968958333347,5491.712549291673
2025-03-20,08:50,10:00,7,623.523917791667,3105.9495870775017
2025-03-20,15:30,17:00,9,500.2854194999989,2078.8818678231623
2025-03-20,20:30,20:40,1,51.9223241111107,362.2101329991082
2025-03-20,21:20,21:50,3,68.30137425000032,310.3534926087931
2025-03-21,00:00,00:50,5,109.15646398611094,232.77270605441632
2025-03-21,01:10,01:40,3,79.7532200694444,171.10974245965267
2025-03-21,02:20,02:50,3,75.2835636527773,163.52093863792257
2025-03-21,03:30,04:00,3,82.84919965277794,180.51569347204898
2025-03-21,07:20,07:40,2,41.10737779166688,151.13759725308415
2025-03-21,20:40,20:50,1,50.02841666666808,305.82371108334195
2025-03-21,21:00,21:50,5,212.19179768055426,1008.5296099683547
2025-03-23,00:30,00:50,2,40.36671666666655,86.21403817083308
2025-03-23,01:20,01:50,3,8.072891666666578,17.399217741666476
2025-03-23,02:20,02:50,3,55.663816666667,121.13574097500073
2025-03-23,03:20,03:40,2,56.11404344444486,122.20367026366758
2025-03-23,04:00,04:20,2,41.69386916666758,91.54014910125203
2025-03-23,04:40,05:30,5,161.5063789444456,353.8891762600581
2025-03-23,06:40,07:10,3,1218.2419124999997,5056.817374224999
2025-03-23,07:30,07:50,2,143.41308174999983,615.5246426312492
2025-03-23,09:20,10:00,4,385.5638999999997,1852.4710909166652
2025-03-23,20:20,21:20,6,350.324510597222,2308.1766938917135
2025-03-23,21:40,21:50,1,7.560785250000071,29.350968340500273
2025-03-24,00:40,01:00,2,26.891566666666563,57.44964167499978
2025-03-24,01:20,01:50,3,13.309691666666595,28.65322960833318
2025-03-24,02:20,02:30,1,12.127150000000029,26.47963202500006
2025-03-24,03:20,03:40,2,28.706076805556016,62.48245929916767
2025-03-24,05:10,05:20,1,32.78742747222002,72.77169527459233
2025-03-24,05:40,05:50,1,35.978233333333264,102.68187793333314
2025-03-24,06:40,07:20,4,1086.8449611111128,4472.747658238896
2025-03-24,07:40,07:50,1,129.84239874999972,558.3223146249987
2025-03-24,09:00,09:40,4,442.43033333333415,2199.0948186666706
2025-03-24,14:40,15:00,2,264.66665833333366,1065.4732956916685
2025-03-24,15:10,15:40,3,161.39308888888866,588.9501347499992
2025-03-24,15:50,16:00,1,22.428850000000125,90.3321933750005
2025-03-24,20:10,20:20,1,19.11039006944361,128.0396134652722
2025-03-24,20:30,20:50,2,7.050418055555497,45.45981262361069
2025-03-24,21:20,21:30,1,0.01388729166632885,0.06506890510258383
2025-03-25,00:40,01:00,2,93.06340833333343,199.16756643333355
2025-03-25,01:20,02:10,5,93.45147222222226,201.08034956458343
2025-03-25,02:30,03:20,5,121.31548333333376,264.3033812000009
2025-03-25,03:30,04:10,4,93.86030833333359,205.18747387916721
2025-03-25,05:40,05:50,1,46.27524444444441,132.06954764444436
2025-03-25,06:40,07:30,5,1423.2393458333333,5874.688004291666
2025-03-25,09:00,10:40,10,855.5637807916664,4187.794625438185
2025-03-25,14:50,15:00,1,4.231508333334364,14.162858391670117
2025-03-25,15:10,15:20,1,14.497334722222377,52.313632345139446
2025-03-25,15:30,17:00,9,283.47557638888986,1253.2791270500043
2025-03-25,20:30,20:40,1,162.9846274444435,1136.9807610524379
2025-03-25,20:50,21:30,4,128.00901241666605,593.6319089861638
2025-03-26,00:30,00:40,1,25.600611111111107,54.68290533333333
2025-03-26,01:00,01:20,2,40.213783333333254,86.60919389999984
2025-03-26,01:30,01:50,2,53.53301666666664,115.64456913333328
2025-03-26,02:20,02:30,1,22.003816666666694,48.04533369166673
2025-03-26,03:00,03:20,2,6.766916666666702,14.795654750000079
2025-03-26,03:40,04:40,6,78.76556277778077,172.31969044514543
2025-03-26,05:10,05:30,2,28.315684472222188,61.880348886097146
2025-03-26,05:40,05:50,1,16.133216666666726,46.044200366666836
2025-03-26,06:40,07:50,7,1681.8602694444437,6917.593735052081
2025-03-26,08:50,09:30,4,230.85108333333275,1171.8384206666635
2025-03-26,16:00,16:20,2,10.976777777777443,46.18051014444302
2025-03-26,20:30,20:40,1,154.90580269444217,1080.6228795964287
2025-03-27,00:30,00:50,2,22.900030555555418,48.90305457569415
2025-03-27,01:20,01:30,1,8.722766666666644,18.662359283333284
2025-03-27,02:00,03:00,6,270.54494166666655,586.6368008083331
2025-03-27,04:20,05:00,4,88.8489384305556,195.13612927908346
2025-03-27,06:50,07:20,3,1128.1821986111104,4601.414890313886
2025-03-27,07:40,07:50,1,27.581602999999802,118.60089289999914
2025-03-27,09:00,09:40,4,335.810016666667,1661.5699203916681
2025-03-27,16:10,17:30,8,221.19490833333472,997.0628919659782
2025-03-27,21:30,21:50,2,39.84238273610813,156.45620836489508
2025-03-29,20:40,21:20,4,138.09378924999805,780.9490092546826
2025-03-29,21:30,21:40,1,236.6537789722223,1168.0047261174034
2025-03-30,01:30,02:20,5,145.71260000000018,314.40266052916706
2025-03-30,02:50,03:10,2,30.24999933333397,66.1092929060014
2025-03-30,03:40,04:10,3,38.636739388887825,84.46625971916436
2025-03-30,05:20,05:30,1,6.368053444442944,13.694498932274552
2025-03-30,06:50,07:30,4,1410.015922222221,5703.836371066662
2025-03-30,08:50,09:30,4,299.64210649999984,1516.5676630449993
2025-03-30,14:40,15:20,4,153.52218055555437,578.9606058291613
2025-03-31,00:20,01:10,5,145.72500833333356,311.6464990125005
2025-03-31,01:30,02:20,5,72.14901111111101,155.64133015624978
2025-03-31,02:30,02:50,2,26.142469444444487,56.74068409652787
2025-03-31,04:00,04:10,1,11.291430555555621,24.846792937500144
2025-03-31,04:40,05:00,2,59.85721247222464,132.00538178858866
2025-03-31,05:40,05:50,1,13.504838888888912,38.54281018888896
2025-03-31,06:50,07:30,4,1230.4119097222208,4913.905857041661
2025-03-31,14:00,14:20,2,41.26890000000003,206.08760250000014
2025-03-31,14:40,16:00,8,678.0878832647463,2637.5594403063014
2025-03-31,16:20,17:10,5,205.6614708333342,937.6502396222261
2025-03-31,20:30,20:40,1,102.61037674999648,715.8099882079754
2025-03-31,20:50,21:10,2,26.97638415277781,125.70416552352795
2025-03-31,21:20,21:50,3,31.596812500000077,146.50859033541713
2025-04-01,00:30,00:50,2,39.25378333333356,83.83746369583382
2025-04-01,01:00,01:30,3,82.22348750000003,176.70574308888897
2025-04-01,01:50,03:00,7,167.3464069444442,363.8337607909717
2025-04-01,03:20,03:40,2,78.42812777777772,170.78024115416653
2025-04-01,04:30,05:30,6,176.07069106944633,385.889197137511
2025-04-01,05:40,05:50,1,9.574541666666619,27.32574191666653
2025-04-01,06:50,07:40,5,1384.1646833333343,5456.07952676667
2025-04-01,09:30,10:00,3,100.20164999999956,490.656395699998
2025-04-01,14:30,15:00,3,204.32083333333367,994.8949756666683
2025-04-01,15:10,16:00,5,185.52538749999974,684.9181882465268
2025-04-01,16:10,16:30,2,26.81776388888875,116.27538851805497
2025-04-01,17:00,17:20,2,25.413097222222063,121.24561693055477
2025-04-01,17:30,18:10,4,100.98970833333362,578.5087618930571
2025-04-01,18:40,18:50,1,588.3219055555547,3789.0872327305506
2025-04-01,20:10,20:50,4,870.2446286250034,5870.754139893078
2025-04-02,00:40,01:00,2,15.472033333333343,33.08090790833335
2025-04-02,01:20,01:30,1,7.174209722222145,15.349221700694278
2025-04-02,02:00,02:20,2,51.01631111111112,109.73739523611113
2025-04-02,02:30,02:50,2,83.91302777777776,182.09320791111105
2025-04-02,03:10,04:20,7,87.31739444444474,191.06768803333395
2025-04-02,04:30,05:30,6,178.87630555555552,391.6932356402777
2025-04-02,06:50,07:50,6,1946.0801666666673,7672.964776741668
2025-04-02,08:20,10:20,12,2245.485683333334,11414.360274525003
2025-04-02,20:30,21:00,3,140.6764388888921,973.2742025778001
2025-04-02,21:40,21:50,1,1.083373888889037,4.2056574366672415
2025-04-03,00:40,01:00,2,22.344349999999963,47.84725942499992
2025-04-03,01:30,02:20,5,35.85629999999969,77.12047673333268
2025-04-03,03:00,03:20,2,69.97751666666659,152.98613002499982
2025-04-03,03:30,03:50,2,14.83773333333329,32.3295787749999
2025-04-03,04:00,04:30,3,32.50757222222194,71.23491424166605
2025-04-03,05:10,05:30,2,93.2487228888901,203.3196954518916
2025-04-03,06:50,07:40,5,1717.7247833333336,6746.311434200001
2025-04-03,08:30,09:30,6,814.3337666666677,4179.150719141671
2025-04-03,15:10,16:30,8,169.5750833333335,675.7092964861118
2025-04-03,20:30,20:40,1,120.9686011666638,843.8769617386466
2025-04-04,05:00,05:20,2,37.625245722221834,82.45931782941584
2025-04-04,07:20,07:30,1,0.3002166666666639,1.1474280999999895
2025-04-05,03:50,04:10,2,40.64789249999827,89.15177168249622
2025-04-05,04:20,04:40,2,13.902722666666545,30.445789333666404
2025-04-05,21:30,21:50,2,154.01195455555836,742.1902344422916
2025-04-06,01:00,01:20,2,12.026891666666756,25.906607400000198
2025-04-06,01:30,02:10,4,63.994400000000155,138.24550247083366
2025-04-06,02:30,02:50,2,38.655358333333425,83.9385976625002
2025-04-06,04:20,05:00,4,77.47822223809335,169.79211895566254
2025-04-06,06:50,07:50,6,1835.9602166666677,7254.491795116672
2025-04-06,14:40,15:00,2,74.62894761904784,334.1022398309532
2025-04-06,15:10,16:00,5,134.89482261904766,504.09385742619065
2025-04-06,17:20,17:30,1,8.280357142856928,40.830441071427515
2025-04-06,20:30,20:40,1,77.2721833333328,539.0507509333296
2025-04-06,20:50,21:00,1,10.886061083333288,50.79436101483313
2025-04-06,21:30,21:50,2,25.46113933333322,122.50248788383277
2025-04-07,01:00,01:20,2,51.047508333333326,109.93153559999999
