timestamp,date,interval_start,interval_end,evaluation,price_yuan_per_kwh,predicted_load_kwh,predicted_pv_kwh,load_kwh,pv_kwh,purchase_kwh,planned_charge_kwh,planned_discharge_kwh,planned_unused_kwh,reference_soc_start_kwh,reference_soc_end_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,forecast_method,solver_status,planner_fallback,dispatch_fallback
2025-01-01 02:10:00,2025-01-01,02:10,02:20,False,0.4324,0.0,0.0,640.8249166666667,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,640.8249166666667,0.0,6000.0,6000.0,0.0,1385.4634698333334,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 02:20:00,2025-01-01,02:20,02:30,False,0.4367,0.0,0.0,705.77,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,705.77,0.0,6000.0,6000.0,0.0,1541.048795,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 02:30:00,2025-01-01,02:30,02:40,False,0.4348,0.0,0.0,684.9959166666666,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,684.9959166666666,0.0,6000.0,6000.0,0.0,1489.1811228333331,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 02:40:00,2025-01-01,02:40,02:50,False,0.4335,0.0,0.0,666.1490833333334,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,666.1490833333334,0.0,6000.0,6000.0,0.0,1443.878138125,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 02:50:00,2025-01-01,02:50,03:00,False,0.4357,0.0,0.0,683.6983333333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,683.6983333333333,0.0,6000.0,6000.0,0.0,1489.4368191666663,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:00:00,2025-01-01,03:00,03:10,False,0.4374,0.0,0.0,681.0096166666666,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,681.0096166666666,0.0,6000.0,6000.0,0.0,1489.3680316500001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:10:00,2025-01-01,03:10,03:20,False,0.4371,0.0,0.0,688.9604333333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,688.9604333333333,0.0,6000.0,6000.0,0.0,1505.7230270499997,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:20:00,2025-01-01,03:20,03:30,False,0.4356,0.0,0.0,696.5300000000001,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,696.5300000000001,0.0,6000.0,6000.0,0.0,1517.0423400000002,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:30:00,2025-01-01,03:30,03:40,False,0.4353,0.0,0.0,658.8951833333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,658.8951833333333,0.0,6000.0,6000.0,0.0,1434.085366525,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:40:00,2025-01-01,03:40,03:50,False,0.436,0.0,0.0,651.7916,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,651.7916,0.0,6000.0,6000.0,0.0,1420.905688,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 03:50:00,2025-01-01,03:50,04:00,False,0.4378,0.0,0.0,683.2183333333334,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,683.2183333333334,0.0,6000.0,6000.0,0.0,1495.5649316666668,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:00:00,2025-01-01,04:00,04:10,False,0.4401,0.0,0.0,687.3103833333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,687.3103833333333,0.0,6000.0,6000.0,0.0,1512.426498525,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:10:00,2025-01-01,04:10,04:20,False,0.4389,0.0,0.0,694.8344666666667,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,694.8344666666667,0.0,6000.0,6000.0,0.0,1524.8142371000001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:20:00,2025-01-01,04:20,04:30,False,0.4364,0.0,0.0,710.04,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,710.04,0.0,6000.0,6000.0,0.0,1549.3072799999998,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:30:00,2025-01-01,04:30,04:40,False,0.4393,0.0,0.0,702.8703666666667,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,702.8703666666667,0.0,6000.0,6000.0,0.0,1543.8547603833335,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:40:00,2025-01-01,04:40,04:50,False,0.4422,0.0,0.0,710.3095,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,710.3095,0.0,6000.0,6000.0,0.0,1570.4943044999998,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 04:50:00,2025-01-01,04:50,05:00,False,0.4395,0.0,0.0,723.65,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,723.65,0.0,6000.0,6000.0,0.0,1590.2208749999998,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:00:00,2025-01-01,05:00,05:10,False,0.4333,0.0,0.0,701.3701333333333,0.00035,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,701.3697833333333,0.0,6000.0,6000.0,0.0,1519.5176355916667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:10:00,2025-01-01,05:10,05:20,False,0.4439,0.0,0.0,717.0205500000001,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,717.0205500000001,0.0,6000.0,6000.0,0.0,1591.4271107250001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:20:00,2025-01-01,05:20,05:30,False,0.4301,0.0,0.0,742.765,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,742.765,0.0,6000.0,6000.0,0.0,1597.3161325,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:30:00,2025-01-01,05:30,05:40,False,0.3713,0.0,0.0,691.4395,0.0049833333333333335,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,691.4345166666666,0.0,6000.0,6000.0,0.0,1283.6481801916666,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:40:00,2025-01-01,05:40,05:50,False,0.5708,0.0,0.0,749.6888833333334,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,749.6888833333334,0.0,6000.0,6000.0,0.0,2139.6120730333337,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 05:50:00,2025-01-01,05:50,06:00,False,0.9099,0.0,0.0,894.8966666666666,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,894.8966666666666,0.0,6000.0,6000.0,0.0,4071.332385,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:00:00,2025-01-01,06:00,06:10,False,0.9368,0.0,0.0,906.8165166666666,0.06948333333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,906.7470333333333,0.0,6000.0,6000.0,0.0,4247.203104133333,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:10:00,2025-01-01,06:10,06:20,False,0.8758,0.0,0.0,886.1488333333333,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,886.1488333333333,0.0,6000.0,6000.0,0.0,3880.4457411666667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:20:00,2025-01-01,06:20,06:30,False,0.8759,0.0,0.0,899.9699999999999,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,899.9699999999999,0.0,6000.0,6000.0,0.0,3941.4186149999996,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:30:00,2025-01-01,06:30,06:40,False,0.8601,0.0,0.0,907.9001166666667,0.9676999999999999,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,906.9324166666667,0.0,6000.0,6000.0,0.0,3900.2628578749996,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:40:00,2025-01-01,06:40,06:50,False,0.8442,0.0,0.0,907.4001666666667,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,907.4001666666667,0.0,6000.0,6000.0,0.0,3830.1361035,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 06:50:00,2025-01-01,06:50,07:00,False,0.8334,0.0,0.0,905.605,0.5125000000000001,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,905.0925,0.0,6000.0,6000.0,0.0,3771.5204474999996,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:00:00,2025-01-01,07:00,07:10,False,0.8092,0.0,0.0,908.2136333333333,29.299216666666666,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,878.9144166666666,0.0,6000.0,6000.0,0.0,3556.0877298333335,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:10:00,2025-01-01,07:10,07:20,False,0.7972,0.0,0.0,918.3340333333334,70.24933333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,848.0847000000001,0.0,6000.0,6000.0,0.0,3380.465614200001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:20:00,2025-01-01,07:20,07:30,False,0.7644,0.0,0.0,912.6666666666666,112.85000000000001,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,799.8166666666666,0.0,6000.0,6000.0,0.0,3056.8993,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:30:00,2025-01-01,07:30,07:40,False,0.6899,0.0,0.0,888.2369166666667,158.46853333333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,729.7683833333334,0.0,6000.0,6000.0,0.0,2517.336038308333,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:40:00,2025-01-01,07:40,07:50,False,0.86,0.0,0.0,1014.0193833333333,209.26175,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,804.7576333333333,0.0,6000.0,6000.0,0.0,3460.4578233333327,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 07:50:00,2025-01-01,07:50,08:00,False,1.1617,0.0,0.0,1219.3333333333333,265.38124999999997,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,953.9520833333333,0.0,6000.0,6000.0,0.0,5541.030676041666,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:00:00,2025-01-01,08:00,08:10,False,1.1683,0.0,0.0,1244.9157833333334,322.92019999999997,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,921.9955833333333,0.0,6000.0,6000.0,0.0,5385.837200041667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:10:00,2025-01-01,08:10,08:20,False,1.0956,0.0,0.0,1204.2818333333332,370.85435,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,833.4274833333332,0.0,6000.0,6000.0,0.0,4565.515753699999,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:20:00,2025-01-01,08:20,08:30,False,1.0849,0.0,0.0,1202.6883333333333,415.01875,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,787.6695833333333,0.0,6000.0,6000.0,0.0,4272.713654791667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:30:00,2025-01-01,08:30,08:40,False,1.061,0.0,0.0,1226.9500666666665,471.05243333333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,755.8976333333333,0.0,6000.0,6000.0,0.0,4010.0369448333327,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:40:00,2025-01-01,08:40,08:50,False,1.043,0.0,0.0,1212.5855,520.35525,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,692.23025,0.0,6000.0,6000.0,0.0,3609.9807537499996,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 08:50:00,2025-01-01,08:50,09:00,False,1.036,0.0,0.0,1179.5483333333334,558.49375,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,621.0545833333334,0.0,6000.0,6000.0,0.0,3217.062741666667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:00:00,2025-01-01,09:00,09:10,False,1.0147,0.0,0.0,1203.6460333333332,600.2996166666667,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,603.3464166666665,0.0,6000.0,6000.0,0.0,3061.078044958332,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:10:00,2025-01-01,09:10,09:20,False,0.9922,0.0,0.0,1204.9252166666668,645.9392,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,558.9860166666667,0.0,6000.0,6000.0,0.0,2773.129628683334,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:20:00,2025-01-01,09:20,09:30,False,0.97,0.0,0.0,1183.2216666666666,691.6374999999999,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,491.58416666666665,0.0,6000.0,6000.0,0.0,2384.183208333333,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:30:00,2025-01-01,09:30,09:40,False,0.9422,0.0,0.0,1216.1920166666666,733.9133666666667,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,482.27864999999997,0.0,6000.0,6000.0,0.0,2272.01472015,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:40:00,2025-01-01,09:40,09:50,False,0.9569,0.0,0.0,1218.8626,770.79175,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,448.07084999999995,0.0,6000.0,6000.0,0.0,2143.7949818249995,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 09:50:00,2025-01-01,09:50,10:00,False,0.9977,0.0,0.0,1183.2433333333333,806.1062499999999,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,377.1370833333334,0.0,6000.0,6000.0,0.0,1881.3483402083339,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:00:00,2025-01-01,10:00,10:10,False,0.9919,0.0,0.0,1187.5869,846.7837333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,340.8031666666667,0.0,6000.0,6000.0,0.0,1690.2133050833336,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:10:00,2025-01-01,10:10,10:20,False,0.9588,0.0,0.0,1182.7184,889.7921333333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,292.9262666666666,0.0,6000.0,6000.0,0.0,1404.2885223999997,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:20:00,2025-01-01,10:20,10:30,False,0.9549,0.0,0.0,1164.3616666666667,915.7875,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,248.57416666666666,0.0,6000.0,6000.0,0.0,1186.8173587499998,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:30:00,2025-01-01,10:30,10:40,False,0.9839,0.0,0.0,1183.1616999999999,906.3296333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,276.8320666666666,0.0,6000.0,6000.0,0.0,1361.8753519666664,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:40:00,2025-01-01,10:40,10:50,False,0.799,0.0,0.0,1198.9988333333333,899.3687666666666,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,299.6300666666667,0.0,6000.0,6000.0,0.0,1197.0221163333335,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 10:50:00,2025-01-01,10:50,11:00,False,0.5025,0.0,0.0,1189.1966666666667,895.35,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,293.8466666666667,0.0,6000.0,6000.0,0.0,738.28975,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:00:00,2025-01-01,11:00,11:10,False,0.4662,0.0,0.0,1173.8245,863.8287,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,309.9957999999999,0.0,6000.0,6000.0,0.0,722.6002097999998,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:10:00,2025-01-01,11:10,11:20,False,0.5007,0.0,0.0,1178.1945833333332,855.2501833333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,322.94439999999975,0.0,6000.0,6000.0,0.0,808.4913053999994,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:20:00,2025-01-01,11:20,11:30,False,0.4827,0.0,0.0,1188.195,882.4625,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,305.73249999999996,0.0,6000.0,6000.0,0.0,737.88538875,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:30:00,2025-01-01,11:30,11:40,False,0.4785,0.0,0.0,1161.8398833333333,905.7907333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,256.04915000000005,0.0,6000.0,6000.0,0.0,612.5975913750001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:40:00,2025-01-01,11:40,11:50,False,0.4662,0.0,0.0,1108.0822833333334,909.2501833333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,198.83209999999997,0.0,6000.0,6000.0,0.0,463.4776250999999,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 11:50:00,2025-01-01,11:50,12:00,False,0.4432,0.0,0.0,1078.5483333333334,888.61875,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,189.92958333333343,0.0,6000.0,6000.0,0.0,420.88395666666685,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:00:00,2025-01-01,12:00,12:10,False,0.4411,0.0,0.0,1113.5309166666666,854.4422166666667,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,259.0886999999999,0.0,6000.0,6000.0,0.0,571.4201278499997,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:10:00,2025-01-01,12:10,12:20,False,0.4551,0.0,0.0,1097.5452333333333,853.0815833333332,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,244.46365000000003,0.0,6000.0,6000.0,0.0,556.2770355750001,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:20:00,2025-01-01,12:20,12:30,False,0.4463,0.0,0.0,1047.3283333333334,883.7624999999999,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,163.56583333333344,0.0,6000.0,6000.0,0.0,364.9971570833336,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:30:00,2025-01-01,12:30,12:40,False,0.4113,0.0,0.0,1091.3220333333334,899.9666000000001,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,191.35543333333328,0.0,6000.0,6000.0,0.0,393.52244864999983,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:40:00,2025-01-01,12:40,12:50,False,0.5682,0.0,0.0,1124.61315,896.2748,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,228.33834999999988,0.0,6000.0,6000.0,0.0,648.7092523499997,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 12:50:00,2025-01-01,12:50,13:00,False,0.8279,0.0,0.0,1113.7266666666667,876.96875,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,236.7579166666667,0.0,6000.0,6000.0,0.0,980.0593960416668,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:00:00,2025-01-01,13:00,13:10,False,0.8636,0.0,0.0,1131.8271333333334,849.6027333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,282.2244000000002,0.0,6000.0,6000.0,0.0,1218.6449592000008,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:10:00,2025-01-01,13:10,13:20,False,0.8416,0.0,0.0,1152.6694166666666,838.2422333333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,314.42718333333323,0.0,6000.0,6000.0,0.0,1323.1095874666662,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:20:00,2025-01-01,13:20,13:30,False,0.8618,0.0,0.0,1139.1299999999999,840.6437500000001,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,298.4862499999998,0.0,6000.0,6000.0,0.0,1286.1772512499992,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:30:00,2025-01-01,13:30,13:40,False,0.8623,0.0,0.0,1091.0875333333333,828.9307333333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,262.1568000000001,0.0,6000.0,6000.0,0.0,1130.2890432000004,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:40:00,2025-01-01,13:40,13:50,False,0.9026,0.0,0.0,1089.9788333333333,794.9587333333334,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,295.02009999999996,0.0,6000.0,6000.0,0.0,1331.4257112999999,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 13:50:00,2025-01-01,13:50,14:00,False,0.9754,0.0,0.0,1128.9950000000001,746.4375,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,382.5575000000001,0.0,6000.0,6000.0,0.0,1865.7329275000009,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:00:00,2025-01-01,14:00,14:10,False,1.0002,0.0,0.0,1122.80195,701.56515,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,421.2368,0.0,6000.0,6000.0,0.0,2106.6052368,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:10:00,2025-01-01,14:10,14:20,False,0.9978,0.0,0.0,1103.8968833333333,676.7386,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,427.1582833333333,0.0,6000.0,6000.0,0.0,2131.09267555,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:20:00,2025-01-01,14:20,14:30,False,1.0271,0.0,0.0,1091.4966666666667,655.7375000000001,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,435.7591666666666,0.0,6000.0,6000.0,0.0,2237.841200416666,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:30:00,2025-01-01,14:30,14:40,False,1.0906,0.0,0.0,1066.4271166666667,608.0204833333333,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,458.4066333333334,0.0,6000.0,6000.0,0.0,2499.691371566667,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:40:00,2025-01-01,14:40,14:50,False,0.9376,0.0,0.0,1032.7642333333333,571.8360666666666,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,460.9281666666667,0.0,6000.0,6000.0,0.0,2160.8312453333333,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 14:50:00,2025-01-01,14:50,15:00,False,0.6694,0.0,0.0,1025.7816666666665,554.55625,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,471.22541666666655,0.0,6000.0,6000.0,0.0,1577.191469583333,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 15:00:00,2025-01-01,15:00,15:10,False,0.66,0.0,0.0,1076.5969666666667,523.18625,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,553.4107166666668,0.0,6000.0,6000.0,0.0,1826.2553650000004,cold_start_no_history,cold_start_no_history,False,False
2025-01-01 15:10:00,2025-01-01,15:10,15:20,False,0.7217,0.0,0.0,1103.8142833333334,476.73755,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,627.0767333333333,0.0,6000.0,6000.0,0.0,2262.8063922333336,cold_start_no_history,cold_start_no_history,False,False
